"fip","zip"
"02013","99553"
"02013","99571"
"02013","99583"
"02013","99612"
"02013","99661"
"02016","99546"
"02016","99547"
"02016","99591"
"02016","99638"
"02016","99660"
"02016","99685"
"02016","99692"
"02020","99501"
"02020","99502"
"02020","99503"
"02020","99504"
"02020","99505"
"02020","99506"
"02020","99507"
"02020","99508"
"02020","99509"
"02020","99510"
"02020","99511"
"02020","99513"
"02020","99514"
"02020","99515"
"02020","99516"
"02020","99517"
"02020","99518"
"02020","99519"
"02020","99520"
"02020","99521"
"02020","99522"
"02020","99523"
"02020","99524"
"02020","99529"
"02020","99530"
"02020","99540"
"02020","99567"
"02020","99577"
"02020","99587"
"02020","99599"
"02020","99695"
"02050","99545"
"02050","99551"
"02050","99552"
"02050","99557"
"02050","99559"
"02050","99561"
"02050","99575"
"02050","99578"
"02050","99589"
"02050","99607"
"02050","99609"
"02050","99614"
"02050","99621"
"02050","99622"
"02050","99626"
"02050","99630"
"02050","99634"
"02050","99637"
"02050","99641"
"02050","99651"
"02050","99655"
"02050","99656"
"02050","99668"
"02050","99679"
"02050","99680"
"02050","99681"
"02050","99690"
"02060","99613"
"02060","99633"
"02060","99670"
"02068","99704"
"02068","99729"
"02068","99743"
"02068","99744"
"02068","99755"
"02070","99555"
"02070","99569"
"02070","99576"
"02070","99580"
"02070","99628"
"02070","99636"
"02070","99678"
"02090","99701"
"02090","99702"
"02090","99703"
"02090","99705"
"02090","99706"
"02090","99707"
"02090","99708"
"02090","99709"
"02090","99710"
"02090","99711"
"02090","99712"
"02090","99714"
"02090","99716"
"02090","99725"
"02090","99775"
"02090","99790"
"02100","99827"
"02110","99801"
"02110","99802"
"02110","99803"
"02110","99811"
"02110","99812"
"02110","99821"
"02110","99824"
"02110","99850"
"02122","99556"
"02122","99568"
"02122","99572"
"02122","99603"
"02122","99605"
"02122","99610"
"02122","99611"
"02122","99631"
"02122","99635"
"02122","99639"
"02122","99663"
"02122","99664"
"02122","99669"
"02122","99672"
"02122","99682"
"02130","99901"
"02130","99928"
"02130","99950"
"02150","99550"
"02150","99608"
"02150","99615"
"02150","99619"
"02150","99624"
"02150","99643"
"02150","99644"
"02150","99697"
"02158","99554"
"02158","99563"
"02158","99581"
"02158","99585"
"02158","99604"
"02158","99620"
"02158","99632"
"02158","99650"
"02158","99657"
"02158","99658"
"02158","99662"
"02158","99666"
"02164","99548"
"02164","99549"
"02164","99564"
"02164","99565"
"02164","99579"
"02164","99606"
"02164","99625"
"02164","99640"
"02164","99647"
"02164","99648"
"02164","99649"
"02164","99653"
"02170","99623"
"02170","99629"
"02170","99645"
"02170","99652"
"02170","99654"
"02170","99667"
"02170","99674"
"02170","99676"
"02170","99683"
"02170","99687"
"02170","99688"
"02170","99694"
"02180","99659"
"02180","99671"
"02180","99684"
"02180","99739"
"02180","99742"
"02180","99753"
"02180","99762"
"02180","99769"
"02180","99771"
"02180","99772"
"02180","99778"
"02180","99783"
"02180","99784"
"02180","99785"
"02185","99721"
"02185","99723"
"02185","99734"
"02185","99747"
"02185","99759"
"02185","99766"
"02185","99782"
"02185","99789"
"02185","99791"
"02188","99727"
"02188","99736"
"02188","99749"
"02188","99750"
"02188","99751"
"02188","99752"
"02188","99761"
"02188","99763"
"02188","99770"
"02188","99773"
"02188","99786"
"02198","99903"
"02198","99918"
"02198","99919"
"02198","99921"
"02198","99922"
"02198","99923"
"02198","99925"
"02198","99926"
"02198","99927"
"02220","99835"
"02232","99689"
"02232","99820"
"02232","99825"
"02232","99826"
"02232","99829"
"02232","99832"
"02232","99840"
"02232","99841"
"02240","99731"
"02240","99732"
"02240","99737"
"02240","99738"
"02240","99764"
"02240","99776"
"02240","99780"
"02261","99566"
"02261","99573"
"02261","99574"
"02261","99586"
"02261","99588"
"02261","99677"
"02261","99686"
"02261","99693"
"02280","99830"
"02280","99833"
"02280","99836"
"02280","99929"
"02290","99558"
"02290","99590"
"02290","99602"
"02290","99627"
"02290","99665"
"02290","99675"
"02290","99691"
"02290","99720"
"02290","99722"
"02290","99724"
"02290","99726"
"02290","99730"
"02290","99733"
"02290","99740"
"02290","99741"
"02290","99745"
"02290","99746"
"02290","99748"
"02290","99754"
"02290","99756"
"02290","99757"
"02290","99758"
"02290","99760"
"02290","99765"
"02290","99767"
"02290","99768"
"02290","99774"
"02290","99777"
"02290","99781"
"02290","99788"
"01001","36003"
"01001","36006"
"01001","36008"
"01001","36051"
"01001","36066"
"01001","36067"
"01001","36068"
"01001","36749"
"01003","36507"
"01003","36511"
"01003","36526"
"01003","36527"
"01003","36530"
"01003","36532"
"01003","36533"
"01003","36535"
"01003","36536"
"01003","36542"
"01003","36547"
"01003","36549"
"01003","36550"
"01003","36551"
"01003","36555"
"01003","36559"
"01003","36561"
"01003","36562"
"01003","36564"
"01003","36567"
"01003","36574"
"01003","36576"
"01003","36577"
"01003","36578"
"01003","36579"
"01003","36580"
"01005","36016"
"01005","36017"
"01005","36027"
"01005","36048"
"01005","36072"
"01007","35034"
"01007","35035"
"01007","35042"
"01007","35074"
"01007","35184"
"01007","35188"
"01007","36792"
"01007","36793"
"01009","35013"
"01009","35031"
"01009","35049"
"01009","35079"
"01009","35097"
"01009","35121"
"01009","35133"
"01011","36029"
"01011","36053"
"01011","36061"
"01011","36089"
"01013","36015"
"01013","36030"
"01013","36033"
"01013","36037"
"01013","36456"
"01015","36201"
"01015","36202"
"01015","36203"
"01015","36204"
"01015","36205"
"01015","36206"
"01015","36207"
"01015","36250"
"01015","36253"
"01015","36254"
"01015","36257"
"01015","36260"
"01015","36265"
"01015","36271"
"01015","36272"
"01015","36277"
"01015","36279"
"01017","36852"
"01017","36854"
"01017","36855"
"01017","36862"
"01017","36863"
"01019","35959"
"01019","35960"
"01019","35973"
"01019","35983"
"01019","36275"
"01021","35045"
"01021","35046"
"01021","35085"
"01021","35171"
"01021","36091"
"01021","36750"
"01021","36790"
"01023","36904"
"01023","36908"
"01023","36910"
"01023","36912"
"01023","36913"
"01023","36915"
"01023","36916"
"01023","36919"
"01023","36921"
"01023","36922"
"01025","36436"
"01025","36446"
"01025","36451"
"01025","36482"
"01025","36524"
"01025","36540"
"01025","36545"
"01025","36727"
"01025","36784"
"01027","35082"
"01027","36251"
"01027","36255"
"01027","36258"
"01027","36266"
"01027","36267"
"01029","36261"
"01029","36262"
"01029","36264"
"01029","36269"
"01029","36273"
"01031","36323"
"01031","36330"
"01031","36331"
"01031","36346"
"01031","36351"
"01031","36453"
"01033","35616"
"01033","35646"
"01033","35660"
"01033","35661"
"01033","35662"
"01033","35674"
"01035","36401"
"01035","36429"
"01035","36432"
"01035","36454"
"01035","36473"
"01035","36475"
"01037","35072"
"01037","35089"
"01037","35136"
"01037","35183"
"01037","36026"
"01039","36038"
"01039","36420"
"01039","36442"
"01039","36455"
"01039","36467"
"01039","36474"
"01039","36476"
"01039","36483"
"01041","36009"
"01041","36028"
"01041","36034"
"01041","36041"
"01041","36042"
"01041","36049"
"01041","36062"
"01041","36071"
"01043","35019"
"01043","35033"
"01043","35053"
"01043","35055"
"01043","35056"
"01043","35057"
"01043","35058"
"01043","35070"
"01043","35077"
"01043","35083"
"01043","35087"
"01043","35098"
"01043","35179"
"01045","36311"
"01045","36317"
"01045","36322"
"01045","36350"
"01045","36352"
"01045","36360"
"01045","36361"
"01045","36362"
"01045","36371"
"01045","36374"
"01047","36701"
"01047","36702"
"01047","36703"
"01047","36758"
"01047","36759"
"01047","36761"
"01047","36767"
"01047","36773"
"01047","36775"
"01047","36785"
"01049","35961"
"01049","35962"
"01049","35963"
"01049","35967"
"01049","35968"
"01049","35971"
"01049","35974"
"01049","35975"
"01049","35978"
"01049","35981"
"01049","35984"
"01049","35986"
"01049","35988"
"01049","35989"
"01051","36020"
"01051","36022"
"01051","36024"
"01051","36025"
"01051","36045"
"01051","36054"
"01051","36078"
"01051","36080"
"01051","36092"
"01051","36093"
"01053","36426"
"01053","36427"
"01053","36441"
"01053","36502"
"01053","36503"
"01053","36504"
"01053","36543"
"01055","35901"
"01055","35902"
"01055","35903"
"01055","35904"
"01055","35905"
"01055","35906"
"01055","35907"
"01055","35952"
"01055","35954"
"01055","35972"
"01055","35990"
"01057","35542"
"01057","35545"
"01057","35546"
"01057","35555"
"01057","35559"
"01059","35571"
"01059","35581"
"01059","35582"
"01059","35585"
"01059","35593"
"01059","35653"
"01059","35654"
"01061","36313"
"01061","36314"
"01061","36316"
"01061","36318"
"01061","36340"
"01061","36344"
"01061","36349"
"01061","36375"
"01061","36477"
"01063","35443"
"01063","35448"
"01063","35462"
"01063","35469"
"01063","35491"
"01063","36740"
"01065","35441"
"01065","35474"
"01065","36742"
"01065","36744"
"01065","36765"
"01065","36776"
"01067","36310"
"01067","36345"
"01067","36353"
"01067","36373"
"01069","36301"
"01069","36302"
"01069","36303"
"01069","36304"
"01069","36305"
"01069","36312"
"01069","36319"
"01069","36320"
"01069","36321"
"01069","36343"
"01069","36370"
"01069","36376"
"01071","35740"
"01071","35744"
"01071","35745"
"01071","35746"
"01071","35751"
"01071","35752"
"01071","35755"
"01071","35764"
"01071","35765"
"01071","35766"
"01071","35768"
"01071","35769"
"01071","35771"
"01071","35772"
"01071","35774"
"01071","35776"
"01071","35958"
"01071","35966"
"01071","35979"
"01073","35005"
"01073","35006"
"01073","35015"
"01073","35020"
"01073","35021"
"01073","35022"
"01073","35023"
"01073","35036"
"01073","35048"
"01073","35060"
"01073","35061"
"01073","35064"
"01073","35068"
"01073","35071"
"01073","35073"
"01073","35091"
"01073","35094"
"01073","35111"
"01073","35116"
"01073","35117"
"01073","35118"
"01073","35119"
"01073","35123"
"01073","35126"
"01073","35127"
"01073","35139"
"01073","35142"
"01073","35172"
"01073","35173"
"01073","35180"
"01073","35181"
"01073","35201"
"01073","35202"
"01073","35203"
"01073","35204"
"01073","35205"
"01073","35206"
"01073","35207"
"01073","35208"
"01073","35209"
"01073","35210"
"01073","35211"
"01073","35212"
"01073","35213"
"01073","35214"
"01073","35215"
"01073","35216"
"01073","35217"
"01073","35218"
"01073","35219"
"01073","35220"
"01073","35221"
"01073","35222"
"01073","35223"
"01073","35224"
"01073","35226"
"01073","35228"
"01073","35229"
"01073","35231"
"01073","35232"
"01073","35233"
"01073","35234"
"01073","35235"
"01073","35236"
"01073","35237"
"01073","35238"
"01073","35243"
"01073","35244"
"01073","35246"
"01073","35249"
"01073","35253"
"01073","35254"
"01073","35255"
"01073","35259"
"01073","35260"
"01073","35261"
"01073","35266"
"01073","35270"
"01073","35282"
"01073","35283"
"01073","35285"
"01073","35287"
"01073","35288"
"01073","35290"
"01073","35291"
"01073","35292"
"01073","35293"
"01073","35294"
"01073","35295"
"01073","35296"
"01073","35297"
"01073","35298"
"01075","35544"
"01075","35552"
"01075","35574"
"01075","35576"
"01075","35586"
"01075","35592"
"01077","35610"
"01077","35617"
"01077","35630"
"01077","35631"
"01077","35632"
"01077","35633"
"01077","35634"
"01077","35645"
"01077","35648"
"01077","35652"
"01077","35677"
"01079","35618"
"01079","35643"
"01079","35650"
"01079","35651"
"01079","35672"
"01081","36801"
"01081","36802"
"01081","36803"
"01081","36804"
"01081","36830"
"01081","36831"
"01081","36832"
"01081","36849"
"01081","36865"
"01081","36872"
"01081","36874"
"01081","36877"
"01081","36879"
"01083","35611"
"01083","35612"
"01083","35613"
"01083","35614"
"01083","35615"
"01083","35620"
"01083","35647"
"01083","35649"
"01083","35671"
"01083","35739"
"01083","35742"
"01085","36032"
"01085","36040"
"01085","36047"
"01085","36752"
"01087","36031"
"01087","36039"
"01087","36075"
"01087","36083"
"01087","36087"
"01087","36088"
"01087","36866"
"01089","35741"
"01089","35748"
"01089","35749"
"01089","35750"
"01089","35756"
"01089","35757"
"01089","35758"
"01089","35759"
"01089","35760"
"01089","35761"
"01089","35762"
"01089","35763"
"01089","35767"
"01089","35773"
"01089","35801"
"01089","35802"
"01089","35803"
"01089","35804"
"01089","35805"
"01089","35806"
"01089","35807"
"01089","35808"
"01089","35809"
"01089","35810"
"01089","35811"
"01089","35812"
"01089","35813"
"01089","35814"
"01089","35815"
"01089","35816"
"01089","35824"
"01089","35893"
"01089","35894"
"01089","35895"
"01089","35896"
"01089","35897"
"01089","35898"
"01089","35899"
"01091","36732"
"01091","36736"
"01091","36738"
"01091","36745"
"01091","36748"
"01091","36754"
"01091","36763"
"01091","36764"
"01091","36782"
"01091","36783"
"01093","35543"
"01093","35548"
"01093","35563"
"01093","35564"
"01093","35570"
"01093","35594"
"01095","35016"
"01095","35175"
"01095","35747"
"01095","35950"
"01095","35951"
"01095","35956"
"01095","35957"
"01095","35964"
"01095","35976"
"01095","35980"
"01097","36421"
"01097","36505"
"01097","36509"
"01097","36512"
"01097","36521"
"01097","36522"
"01097","36523"
"01097","36525"
"01097","36528"
"01097","36541"
"01097","36544"
"01097","36560"
"01097","36568"
"01097","36571"
"01097","36572"
"01097","36575"
"01097","36582"
"01097","36587"
"01097","36590"
"01097","36601"
"01097","36602"
"01097","36603"
"01097","36604"
"01097","36605"
"01097","36606"
"01097","36607"
"01097","36608"
"01097","36609"
"01097","36610"
"01097","36611"
"01097","36612"
"01097","36613"
"01097","36615"
"01097","36616"
"01097","36617"
"01097","36618"
"01097","36619"
"01097","36628"
"01097","36633"
"01097","36640"
"01097","36641"
"01097","36644"
"01097","36652"
"01097","36660"
"01097","36663"
"01097","36670"
"01097","36671"
"01097","36675"
"01097","36685"
"01097","36688"
"01097","36689"
"01097","36691"
"01097","36693"
"01097","36695"
"01099","36425"
"01099","36439"
"01099","36444"
"01099","36445"
"01099","36449"
"01099","36457"
"01099","36458"
"01099","36460"
"01099","36461"
"01099","36470"
"01099","36471"
"01099","36480"
"01099","36481"
"01101","36013"
"01101","36036"
"01101","36043"
"01101","36046"
"01101","36052"
"01101","36057"
"01101","36064"
"01101","36065"
"01101","36069"
"01101","36101"
"01101","36102"
"01101","36103"
"01101","36104"
"01101","36105"
"01101","36106"
"01101","36107"
"01101","36108"
"01101","36109"
"01101","36110"
"01101","36111"
"01101","36112"
"01101","36113"
"01101","36114"
"01101","36115"
"01101","36116"
"01101","36117"
"01101","36118"
"01101","36119"
"01101","36120"
"01101","36121"
"01101","36123"
"01101","36124"
"01101","36125"
"01101","36130"
"01101","36131"
"01101","36132"
"01101","36135"
"01101","36140"
"01101","36141"
"01101","36142"
"01101","36177"
"01101","36191"
"01103","35601"
"01103","35602"
"01103","35603"
"01103","35609"
"01103","35619"
"01103","35621"
"01103","35622"
"01103","35640"
"01103","35670"
"01103","35673"
"01103","35699"
"01103","35754"
"01103","35775"
"01105","36756"
"01105","36786"
"01107","35442"
"01107","35447"
"01107","35461"
"01107","35466"
"01107","35471"
"01107","35481"
"01109","36005"
"01109","36010"
"01109","36035"
"01109","36079"
"01109","36081"
"01109","36082"
"01111","36263"
"01111","36274"
"01111","36276"
"01111","36278"
"01111","36280"
"01113","36851"
"01113","36856"
"01113","36858"
"01113","36859"
"01113","36860"
"01113","36867"
"01113","36868"
"01113","36869"
"01113","36870"
"01113","36871"
"01113","36875"
"01115","35004"
"01115","35052"
"01115","35054"
"01115","35112"
"01115","35120"
"01115","35125"
"01115","35128"
"01115","35131"
"01115","35135"
"01115","35146"
"01115","35182"
"01115","35953"
"01115","35987"
"01117","35007"
"01117","35040"
"01117","35043"
"01117","35051"
"01117","35078"
"01117","35080"
"01117","35114"
"01117","35115"
"01117","35124"
"01117","35137"
"01117","35143"
"01117","35144"
"01117","35147"
"01117","35176"
"01117","35178"
"01117","35185"
"01117","35186"
"01117","35187"
"01117","35242"
"01119","35459"
"01119","35460"
"01119","35464"
"01119","35470"
"01119","35477"
"01119","36901"
"01119","36907"
"01119","36925"
"01121","35014"
"01121","35032"
"01121","35044"
"01121","35096"
"01121","35149"
"01121","35150"
"01121","35151"
"01121","35160"
"01121","35161"
"01121","36268"
"01123","35010"
"01123","35011"
"01123","36023"
"01123","36256"
"01123","36850"
"01123","36853"
"01123","36861"
"01125","35401"
"01125","35402"
"01125","35403"
"01125","35404"
"01125","35405"
"01125","35406"
"01125","35407"
"01125","35440"
"01125","35444"
"01125","35446"
"01125","35449"
"01125","35452"
"01125","35453"
"01125","35456"
"01125","35457"
"01125","35458"
"01125","35463"
"01125","35468"
"01125","35473"
"01125","35475"
"01125","35476"
"01125","35478"
"01125","35480"
"01125","35482"
"01125","35486"
"01125","35487"
"01125","35490"
"01127","35038"
"01127","35062"
"01127","35063"
"01127","35130"
"01127","35148"
"01127","35501"
"01127","35502"
"01127","35503"
"01127","35504"
"01127","35549"
"01127","35550"
"01127","35554"
"01127","35560"
"01127","35573"
"01127","35578"
"01127","35579"
"01127","35580"
"01127","35584"
"01127","35587"
"01129","36513"
"01129","36518"
"01129","36529"
"01129","36538"
"01129","36539"
"01129","36548"
"01129","36553"
"01129","36556"
"01129","36558"
"01129","36569"
"01129","36581"
"01129","36583"
"01129","36584"
"01129","36585"
"01131","36435"
"01131","36720"
"01131","36722"
"01131","36723"
"01131","36726"
"01131","36728"
"01131","36741"
"01131","36751"
"01131","36753"
"01131","36766"
"01131","36768"
"01131","36769"
"01133","35540"
"01133","35541"
"01133","35551"
"01133","35553"
"01133","35565"
"01133","35572"
"01133","35575"
"01133","35577"
"05001","72003"
"05001","72026"
"05001","72038"
"05001","72042"
"05001","72048"
"05001","72055"
"05001","72073"
"05001","72140"
"05001","72160"
"05001","72166"
"05003","71635"
"05003","71642"
"05003","71646"
"05003","71658"
"05003","71661"
"05003","71663"
"05003","71676"
"05005","72537"
"05005","72544"
"05005","72617"
"05005","72623"
"05005","72626"
"05005","72635"
"05005","72642"
"05005","72651"
"05005","72653"
"05005","72654"
"05005","72658"
"05005","72659"
"05007","72711"
"05007","72712"
"05007","72713"
"05007","72714"
"05007","72715"
"05007","72716"
"05007","72718"
"05007","72719"
"05007","72722"
"05007","72732"
"05007","72733"
"05007","72734"
"05007","72736"
"05007","72739"
"05007","72745"
"05007","72747"
"05007","72751"
"05007","72756"
"05007","72757"
"05007","72758"
"05007","72761"
"05007","72768"
"05009","72260"
"05009","72601"
"05009","72602"
"05009","72611"
"05009","72615"
"05009","72630"
"05009","72633"
"05009","72644"
"05009","72662"
"05009","72682"
"05011","71631"
"05011","71647"
"05011","71651"
"05011","71671"
"05013","71744"
"05013","71745"
"05013","71766"
"05015","72613"
"05015","72616"
"05015","72631"
"05015","72632"
"05015","72638"
"05015","72660"
"05017","71638"
"05017","71640"
"05017","71653"
"05019","71721"
"05019","71728"
"05019","71743"
"05019","71772"
"05019","71920"
"05019","71921"
"05019","71923"
"05019","71962"
"05019","71998"
"05019","71999"
"05021","72422"
"05021","72424"
"05021","72430"
"05021","72435"
"05021","72441"
"05021","72453"
"05021","72454"
"05021","72456"
"05021","72461"
"05021","72464"
"05021","72470"
"05023","72044"
"05023","72067"
"05023","72130"
"05023","72131"
"05023","72179"
"05023","72523"
"05023","72530"
"05023","72543"
"05023","72545"
"05023","72546"
"05023","72581"
"05025","71652"
"05025","71660"
"05025","71665"
"05027","71740"
"05027","71752"
"05027","71753"
"05027","71754"
"05027","71770"
"05027","71861"
"05029","72027"
"05029","72030"
"05029","72063"
"05029","72080"
"05029","72107"
"05029","72110"
"05029","72127"
"05029","72156"
"05029","72157"
"05031","72401"
"05031","72402"
"05031","72403"
"05031","72404"
"05031","72411"
"05031","72414"
"05031","72416"
"05031","72417"
"05031","72419"
"05031","72421"
"05031","72427"
"05031","72437"
"05031","72447"
"05031","72467"
"05033","72921"
"05033","72932"
"05033","72934"
"05033","72935"
"05033","72946"
"05033","72947"
"05033","72948"
"05033","72952"
"05033","72955"
"05033","72956"
"05033","72957"
"05035","72301"
"05035","72303"
"05035","72325"
"05035","72327"
"05035","72331"
"05035","72332"
"05035","72339"
"05035","72364"
"05035","72376"
"05035","72384"
"05037","72324"
"05037","72347"
"05037","72373"
"05037","72387"
"05037","72396"
"05039","71725"
"05039","71742"
"05039","71748"
"05039","71763"
"05041","71630"
"05041","71639"
"05041","71654"
"05041","71662"
"05041","71666"
"05041","71670"
"05041","71674"
"05041","72379"
"05043","71655"
"05043","71656"
"05043","71657"
"05043","71675"
"05043","71677"
"05045","72032"
"05045","72033"
"05045","72034"
"05045","72035"
"05045","72039"
"05045","72047"
"05045","72058"
"05045","72061"
"05045","72106"
"05045","72111"
"05045","72173"
"05045","72181"
"05047","72820"
"05047","72821"
"05047","72928"
"05047","72930"
"05047","72933"
"05047","72949"
"05049","72515"
"05049","72520"
"05049","72531"
"05049","72538"
"05049","72539"
"05049","72554"
"05049","72576"
"05049","72578"
"05049","72583"
"05051","71901"
"05051","71902"
"05051","71903"
"05051","71909"
"05051","71910"
"05051","71913"
"05051","71914"
"05051","71949"
"05051","71956"
"05051","71964"
"05051","71968"
"05051","72087"
"05053","72057"
"05053","72084"
"05053","72128"
"05053","72129"
"05053","72150"
"05055","72412"
"05055","72425"
"05055","72436"
"05055","72443"
"05055","72450"
"05055","72451"
"05055","72474"
"05057","71801"
"05057","71802"
"05057","71825"
"05057","71831"
"05057","71838"
"05057","71847"
"05057","71855"
"05057","71862"
"05059","71929"
"05059","71933"
"05059","71941"
"05059","71942"
"05059","72019"
"05059","72104"
"05059","72105"
"05061","71833"
"05061","71851"
"05061","71852"
"05061","71859"
"05061","71971"
"05063","72165"
"05063","72501"
"05063","72503"
"05063","72522"
"05063","72524"
"05063","72526"
"05063","72527"
"05063","72534"
"05063","72550"
"05063","72553"
"05063","72562"
"05063","72564"
"05063","72568"
"05063","72571"
"05063","72575"
"05063","72579"
"05065","72512"
"05065","72517"
"05065","72519"
"05065","72528"
"05065","72536"
"05065","72540"
"05065","72556"
"05065","72561"
"05065","72565"
"05065","72566"
"05065","72573"
"05065","72584"
"05065","72585"
"05065","72587"
"05067","72005"
"05067","72014"
"05067","72043"
"05067","72075"
"05067","72112"
"05067","72169"
"05067","72431"
"05067","72471"
"05067","72473"
"05069","71601"
"05069","71602"
"05069","71603"
"05069","71611"
"05069","71612"
"05069","71613"
"05069","71659"
"05069","72004"
"05069","72079"
"05069","72132"
"05069","72133"
"05069","72152"
"05069","72168"
"05069","72175"
"05069","72182"
"05071","72830"
"05071","72832"
"05071","72839"
"05071","72840"
"05071","72845"
"05071","72846"
"05071","72852"
"05071","72854"
"05073","71826"
"05073","71827"
"05073","71839"
"05073","71845"
"05073","71860"
"05075","72410"
"05075","72415"
"05075","72433"
"05075","72434"
"05075","72440"
"05075","72445"
"05075","72457"
"05075","72458"
"05075","72459"
"05075","72465"
"05075","72466"
"05075","72469"
"05075","72476"
"05075","72572"
"05077","72311"
"05077","72320"
"05077","72341"
"05077","72352"
"05077","72360"
"05077","72368"
"05079","71643"
"05079","71644"
"05079","71667"
"05079","71678"
"05081","71820"
"05081","71822"
"05081","71836"
"05081","71853"
"05081","71865"
"05081","71866"
"05083","72826"
"05083","72835"
"05083","72851"
"05083","72855"
"05083","72863"
"05083","72865"
"05083","72927"
"05083","72943"
"05083","72951"
"05085","72007"
"05085","72023"
"05085","72024"
"05085","72037"
"05085","72046"
"05085","72072"
"05085","72083"
"05085","72086"
"05085","72176"
"05087","72721"
"05087","72738"
"05087","72740"
"05087","72742"
"05087","72752"
"05087","72760"
"05087","72773"
"05087","72776"
"05089","72619"
"05089","72634"
"05089","72661"
"05089","72668"
"05089","72672"
"05089","72677"
"05089","72687"
"05091","71834"
"05091","71837"
"05091","71840"
"05091","71854"
"05093","72310"
"05093","72313"
"05093","72315"
"05093","72316"
"05093","72319"
"05093","72321"
"05093","72329"
"05093","72330"
"05093","72338"
"05093","72350"
"05093","72351"
"05093","72358"
"05093","72370"
"05093","72391"
"05093","72395"
"05093","72426"
"05093","72428"
"05093","72438"
"05093","72442"
"05095","72021"
"05095","72029"
"05095","72069"
"05095","72108"
"05095","72134"
"05097","71935"
"05097","71957"
"05097","71960"
"05097","71961"
"05097","71965"
"05097","71966"
"05097","71969"
"05097","71970"
"05099","71722"
"05099","71828"
"05099","71835"
"05099","71857"
"05099","71858"
"05099","71864"
"05101","72624"
"05101","72628"
"05101","72640"
"05101","72641"
"05101","72648"
"05101","72655"
"05101","72666"
"05101","72670"
"05101","72683"
"05101","72685"
"05103","71701"
"05103","71711"
"05103","71720"
"05103","71726"
"05103","71751"
"05103","71764"
"05105","72001"
"05105","72016"
"05105","72025"
"05105","72070"
"05105","72125"
"05105","72126"
"05107","72312"
"05107","72328"
"05107","72333"
"05107","72342"
"05107","72353"
"05107","72355"
"05107","72366"
"05107","72367"
"05107","72369"
"05107","72374"
"05107","72383"
"05107","72389"
"05107","72390"
"05109","71922"
"05109","71940"
"05109","71943"
"05109","71950"
"05109","71952"
"05109","71958"
"05109","71959"
"05111","72354"
"05111","72365"
"05111","72377"
"05111","72386"
"05111","72429"
"05111","72432"
"05111","72472"
"05111","72475"
"05111","72479"
"05113","71932"
"05113","71937"
"05113","71944"
"05113","71945"
"05113","71953"
"05113","71972"
"05113","71973"
"05115","72679"
"05115","72801"
"05115","72802"
"05115","72811"
"05115","72812"
"05115","72823"
"05115","72837"
"05115","72843"
"05115","72847"
"05115","72856"
"05115","72858"
"05117","72017"
"05117","72040"
"05117","72041"
"05117","72064"
"05117","72066"
"05117","72170"
"05119","72002"
"05119","72053"
"05119","72065"
"05119","72076"
"05119","72078"
"05119","72099"
"05119","72103"
"05119","72113"
"05119","72114"
"05119","72115"
"05119","72116"
"05119","72117"
"05119","72118"
"05119","72119"
"05119","72120"
"05119","72124"
"05119","72135"
"05119","72142"
"05119","72164"
"05119","72180"
"05119","72183"
"05119","72190"
"05119","72199"
"05119","72201"
"05119","72202"
"05119","72203"
"05119","72204"
"05119","72205"
"05119","72206"
"05119","72207"
"05119","72209"
"05119","72210"
"05119","72211"
"05119","72212"
"05119","72214"
"05119","72215"
"05119","72216"
"05119","72217"
"05119","72219"
"05119","72221"
"05119","72222"
"05119","72223"
"05119","72225"
"05119","72227"
"05119","72231"
"05119","72255"
"05119","72295"
"05121","72413"
"05121","72444"
"05121","72449"
"05121","72455"
"05121","72460"
"05121","72462"
"05121","72478"
"05123","72322"
"05123","72326"
"05123","72335"
"05123","72336"
"05123","72340"
"05123","72346"
"05123","72348"
"05123","72359"
"05123","72372"
"05123","72392"
"05123","72394"
"05125","72011"
"05125","72015"
"05125","72018"
"05125","72022"
"05125","72089"
"05125","72122"
"05125","72158"
"05125","72167"
"05127","72841"
"05127","72926"
"05127","72944"
"05127","72950"
"05127","72958"
"05129","72636"
"05129","72639"
"05129","72645"
"05129","72650"
"05129","72669"
"05129","72675"
"05129","72686"
"05131","72901"
"05131","72902"
"05131","72903"
"05131","72904"
"05131","72905"
"05131","72906"
"05131","72908"
"05131","72913"
"05131","72914"
"05131","72916"
"05131","72917"
"05131","72918"
"05131","72919"
"05131","72923"
"05131","72936"
"05131","72937"
"05131","72938"
"05131","72940"
"05131","72941"
"05131","72945"
"05133","71823"
"05133","71832"
"05133","71841"
"05133","71842"
"05133","71846"
"05135","72482"
"05135","72513"
"05135","72521"
"05135","72525"
"05135","72529"
"05135","72532"
"05135","72542"
"05135","72569"
"05135","72577"
"05137","72051"
"05137","72533"
"05137","72555"
"05137","72560"
"05137","72567"
"05137","72657"
"05137","72663"
"05137","72680"
"05139","71724"
"05139","71730"
"05139","71731"
"05139","71747"
"05139","71749"
"05139","71750"
"05139","71758"
"05139","71759"
"05139","71762"
"05139","71765"
"05141","72013"
"05141","72028"
"05141","72031"
"05141","72088"
"05141","72141"
"05141","72153"
"05141","72629"
"05143","72701"
"05143","72702"
"05143","72703"
"05143","72704"
"05143","72717"
"05143","72727"
"05143","72728"
"05143","72729"
"05143","72730"
"05143","72735"
"05143","72737"
"05143","72741"
"05143","72744"
"05143","72749"
"05143","72753"
"05143","72762"
"05143","72764"
"05143","72765"
"05143","72766"
